2024-08-11 00:03:07.697+0000 [id=1]	INFO	winstone.Logger#logInternal: Beginning extraction from war file
2024-08-11 00:03:10.557+0000 [id=48]	INFO	jenkins.InitReactorRunner$1#onAttained: Augmented all extensions
2024-08-11 00:03:10.685+0000 [id=50]	INFO	jenkins.InitReactorRunner$1#onAttained: System config loaded
2024-08-11 00:03:10.685+0000 [id=71]	INFO	jenkins.InitReactorRunner$1#onAttained: System config adapted
2024-08-11 00:03:10.686+0000 [id=68]	INFO	jenkins.InitReactorRunner$1#onAttained: Loaded all jobs
2024-08-11 00:03:10.687+0000 [id=65]	INFO	jenkins.InitReactorRunner$1#onAttained: Configuration for all jobs updated
2024-08-11 00:03:10.702+0000 [id=86]	INFO	hudson.util.Retrier#start: Tentativa #1 para tomar a ação check updates server
2024-08-11 00:03:10.920+0000 [id=62]	INFO	jenkins.install.SetupWizard#init: 

*************************************************************
*************************************************************
*************************************************************

Jenkins initial setup is required. An admin user has been created and a password generated.
Please use the following password to proceed to installation:

e9f243bd435242f7a3c183a361a093f3

This may also be found at: C:\ProgramData\Jenkins\.jenkins\secrets\initialAdminPassword

*************************************************************
*************************************************************
*************************************************************

2024-08-11 00:03:13.639+0000 [id=55]	INFO	jenkins.InitReactorRunner$1#onAttained: Completed initialization
2024-08-11 00:03:13.649+0000 [id=41]	INFO	hudson.lifecycle.Lifecycle#onReady: Jenkins is fully up and running
2024-08-11 00:03:14.295+0000 [id=86]	INFO	h.m.DownloadService$Downloadable#load: Obtained the updated data file for hudson.tasks.Maven.MavenInstaller
2024-08-11 00:03:14.296+0000 [id=86]	INFO	hudson.util.Retrier#start: Tomou a ação check updates server com sucesso na tentativa #1
2024-08-11 00:05:11.295+0000 [id=113]	INFO	hudson.PluginManager#install: Starting installation of a batch of 20 plugins plus their dependencies
2024-08-11 00:05:11.296+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of ionicons-api for plugin cloudbees-folder
2024-08-11 00:05:11.297+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of ionicons-api on behalf of admin
2024-08-11 00:05:11.297+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of json-path-api for plugin build-timeout
2024-08-11 00:05:11.297+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of asm-api for plugin json-path-api
2024-08-11 00:05:11.297+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading ionicons-api
2024-08-11 00:05:11.297+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of token-macro for plugin build-timeout
2024-08-11 00:05:11.298+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of structs for plugin token-macro
2024-08-11 00:05:11.298+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of workflow-step-api for plugin token-macro
2024-08-11 00:05:11.298+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of plain-credentials for plugin credentials-binding
2024-08-11 00:05:11.299+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of credentials for plugin plain-credentials
2024-08-11 00:05:11.299+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of bouncycastle-api for plugin credentials
2024-08-11 00:05:11.299+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of ssh-credentials for plugin credentials-binding
2024-08-11 00:05:11.299+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of variant for plugin ssh-credentials
2024-08-11 00:05:11.301+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of workflow-api for plugin timestamper
2024-08-11 00:05:11.301+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of scm-api for plugin workflow-api
2024-08-11 00:05:11.301+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of commons-lang3-api for plugin timestamper
2024-08-11 00:05:11.301+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of matrix-project for plugin ws-cleanup
2024-08-11 00:05:11.302+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of script-security for plugin matrix-project
2024-08-11 00:05:11.302+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of caffeine-api for plugin script-security
2024-08-11 00:05:11.302+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of junit for plugin matrix-project
2024-08-11 00:05:11.302+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of jackson2-api for plugin junit
2024-08-11 00:05:11.302+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of jaxb for plugin jackson2-api
2024-08-11 00:05:11.303+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of javax-activation-api for plugin jaxb
2024-08-11 00:05:11.303+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of snakeyaml-api for plugin jackson2-api
2024-08-11 00:05:11.303+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of json-api for plugin jackson2-api
2024-08-11 00:05:11.303+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of bootstrap5-api for plugin junit
2024-08-11 00:05:11.303+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of font-awesome-api for plugin bootstrap5-api
2024-08-11 00:05:11.303+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of commons-text-api for plugin font-awesome-api
2024-08-11 00:05:11.304+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of plugin-util-api for plugin font-awesome-api
2024-08-11 00:05:11.304+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of workflow-support for plugin plugin-util-api
2024-08-11 00:05:11.304+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of echarts-api for plugin junit
2024-08-11 00:05:11.305+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of jquery3-api for plugin echarts-api
2024-08-11 00:05:11.305+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of display-url-api for plugin junit
2024-08-11 00:05:11.306+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of checks-api for plugin junit
2024-08-11 00:05:11.306+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of resource-disposer for plugin ws-cleanup
2024-08-11 00:05:11.306+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of javax-mail-api for plugin gradle
2024-08-11 00:05:11.306+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of workflow-durable-task-step for plugin gradle
2024-08-11 00:05:11.307+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of durable-task for plugin workflow-durable-task-step
2024-08-11 00:05:11.307+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of instance-identity for plugin gradle
2024-08-11 00:05:11.307+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of workflow-cps for plugin gradle
2024-08-11 00:05:11.307+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of workflow-scm-step for plugin workflow-cps
2024-08-11 00:05:11.307+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of workflow-job for plugin gradle
2024-08-11 00:05:11.308+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of workflow-basic-steps for plugin gradle
2024-08-11 00:05:11.308+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of jakarta-mail-api for plugin workflow-basic-steps
2024-08-11 00:05:11.308+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of jakarta-activation-api for plugin jakarta-mail-api
2024-08-11 00:05:11.308+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of apache-httpcomponents-client-4-api for plugin workflow-basic-steps
2024-08-11 00:05:11.308+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of mailer for plugin workflow-basic-steps
2024-08-11 00:05:11.308+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of pipeline-milestone-step for plugin workflow-aggregator
2024-08-11 00:05:11.309+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of pipeline-build-step for plugin workflow-aggregator
2024-08-11 00:05:11.309+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of pipeline-groovy-lib for plugin workflow-aggregator
2024-08-11 00:05:11.309+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of pipeline-model-definition for plugin workflow-aggregator
2024-08-11 00:05:11.310+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of pipeline-model-extensions for plugin pipeline-model-definition
2024-08-11 00:05:11.310+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of pipeline-stage-step for plugin pipeline-model-extensions
2024-08-11 00:05:11.310+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of pipeline-model-api for plugin pipeline-model-extensions
2024-08-11 00:05:11.310+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of joda-time-api for plugin pipeline-model-api
2024-08-11 00:05:11.310+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of workflow-multibranch for plugin pipeline-model-definition
2024-08-11 00:05:11.310+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of branch-api for plugin workflow-multibranch
2024-08-11 00:05:11.311+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of pipeline-stage-tags-metadata for plugin pipeline-model-definition
2024-08-11 00:05:11.311+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of pipeline-input-step for plugin pipeline-model-definition
2024-08-11 00:05:11.311+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of jjwt-api for plugin github-branch-source
2024-08-11 00:05:11.311+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of okhttp-api for plugin github-branch-source
2024-08-11 00:05:11.311+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of github-api for plugin github-branch-source
2024-08-11 00:05:11.311+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of github for plugin github-branch-source
2024-08-11 00:05:11.312+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of git for plugin github
2024-08-11 00:05:11.312+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of git-client for plugin git
2024-08-11 00:05:11.312+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of mina-sshd-api-core for plugin git-client
2024-08-11 00:05:11.312+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of mina-sshd-api-common for plugin mina-sshd-api-core
2024-08-11 00:05:11.313+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of gson-api for plugin git-client
2024-08-11 00:05:11.313+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of pipeline-graph-analysis for plugin pipeline-graph-view
2024-08-11 00:05:11.313+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of metrics for plugin pipeline-graph-view
2024-08-11 00:05:11.315+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of trilead-api for plugin ssh-slaves
2024-08-11 00:05:11.315+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of eddsa-api for plugin trilead-api
2024-08-11 00:05:11.316+0000 [id=113]	INFO	hudson.model.UpdateSite$Plugin#deploy: Adding dependent install of theme-manager for plugin dark-theme
2024-08-11 00:05:21.408+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: ionicons-api
2024-08-11 00:05:21.408+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of cloudbees-folder on behalf of admin
2024-08-11 00:05:21.408+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading cloudbees-folder
2024-08-11 00:05:22.843+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: cloudbees-folder
2024-08-11 00:05:22.843+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of antisamy-markup-formatter on behalf of admin
2024-08-11 00:05:22.843+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading antisamy-markup-formatter
2024-08-11 00:05:24.215+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: antisamy-markup-formatter
2024-08-11 00:05:24.215+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of asm-api on behalf of admin
2024-08-11 00:05:24.215+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading asm-api
2024-08-11 00:05:25.895+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: asm-api
2024-08-11 00:05:25.897+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of json-path-api on behalf of admin
2024-08-11 00:05:25.897+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading json-path-api
2024-08-11 00:05:35.164+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: json-path-api
2024-08-11 00:05:35.164+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of structs on behalf of admin
2024-08-11 00:05:35.164+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading structs
2024-08-11 00:05:36.116+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: structs
2024-08-11 00:05:36.116+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of workflow-step-api on behalf of admin
2024-08-11 00:05:36.116+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading workflow-step-api
2024-08-11 00:05:44.801+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: workflow-step-api
2024-08-11 00:05:44.801+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of token-macro on behalf of admin
2024-08-11 00:05:44.801+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading token-macro
2024-08-11 00:05:46.076+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: token-macro
2024-08-11 00:05:46.077+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of build-timeout on behalf of admin
2024-08-11 00:05:46.077+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading build-timeout
2024-08-11 00:05:47.336+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: build-timeout
2024-08-11 00:05:47.336+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of bouncycastle-api on behalf of admin
2024-08-11 00:05:47.336+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading bouncycastle-api
2024-08-11 00:06:05.593+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: bouncycastle-api
2024-08-11 00:06:05.593+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of credentials on behalf of admin
2024-08-11 00:06:05.593+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading credentials
2024-08-11 00:06:07.875+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: credentials
2024-08-11 00:06:07.875+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of plain-credentials on behalf of admin
2024-08-11 00:06:07.875+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading plain-credentials
2024-08-11 00:06:28.305+0000 [id=122]	SEVERE	h.model.UpdateCenter$DownloadJob#run: Failed to install plain-credentials
java.net.SocketTimeoutException: Connect timed out
	at java.base/sun.nio.ch.NioSocketImpl.timedFinishConnect(NioSocketImpl.java:546)
	at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:592)
	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327)
	at java.base/java.net.Socket.connect(Socket.java:751)
	at java.base/sun.security.ssl.SSLSocketImpl.connect(SSLSocketImpl.java:304)
	at java.base/sun.net.NetworkClient.doConnect(NetworkClient.java:178)
	at java.base/sun.net.www.http.HttpClient.openServer(HttpClient.java:531)
	at java.base/sun.net.www.http.HttpClient.openServer(HttpClient.java:636)
	at java.base/sun.net.www.protocol.https.HttpsClient.<init>(HttpsClient.java:264)
	at java.base/sun.net.www.protocol.https.HttpsClient.New(HttpsClient.java:377)
	at java.base/sun.net.www.protocol.https.AbstractDelegateHttpsURLConnection.getNewHttpClient(AbstractDelegateHttpsURLConnection.java:193)
	at java.base/sun.net.www.protocol.http.HttpURLConnection.plainConnect0(HttpURLConnection.java:1237)
	at java.base/sun.net.www.protocol.http.HttpURLConnection.plainConnect(HttpURLConnection.java:1123)
	at java.base/sun.net.www.protocol.https.AbstractDelegateHttpsURLConnection.connect(AbstractDelegateHttpsURLConnection.java:179)
	at java.base/sun.net.www.protocol.http.HttpURLConnection.followRedirect0(HttpURLConnection.java:2909)
	at java.base/sun.net.www.protocol.http.HttpURLConnection.followRedirect(HttpURLConnection.java:2818)
	at java.base/sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1929)
	at java.base/sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1599)
	at java.base/sun.net.www.protocol.https.HttpsURLConnectionImpl.getInputStream(HttpsURLConnectionImpl.java:223)
	at hudson.model.UpdateCenter$UpdateCenterConfiguration.download(UpdateCenter.java:1323)
Caused: java.io.IOException: Failed to load https://updates.jenkins.io/download/plugins/plain-credentials/183.va_de8f1dd5a_2b_/plain-credentials.hpi to C:\ProgramData\Jenkins\.jenkins\plugins\plain-credentials.jpi.tmp
	at hudson.model.UpdateCenter$UpdateCenterConfiguration.download(UpdateCenter.java:1334)
Caused: java.io.IOException: Failed to download from https://updates.jenkins.io/download/plugins/plain-credentials/183.va_de8f1dd5a_2b_/plain-credentials.hpi (redirected to: https://get.jenkins.io/plugins/plain-credentials/183.va_de8f1dd5a_2b_/plain-credentials.hpi)
	at hudson.model.UpdateCenter$UpdateCenterConfiguration.download(UpdateCenter.java:1368)
	at hudson.model.UpdateCenter$DownloadJob._run(UpdateCenter.java:1925)
	at hudson.model.UpdateCenter$InstallationJob._run(UpdateCenter.java:2237)
	at hudson.model.UpdateCenter$DownloadJob.run(UpdateCenter.java:1899)
	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:572)
	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:317)
	at hudson.remoting.AtmostOneThreadExecutor$Worker.run(AtmostOneThreadExecutor.java:121)
	at java.base/java.lang.Thread.run(Thread.java:1583)
2024-08-11 00:06:28.306+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of variant on behalf of admin
2024-08-11 00:06:28.306+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading variant
2024-08-11 00:06:44.680+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: variant
2024-08-11 00:06:44.680+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of ssh-credentials on behalf of admin
2024-08-11 00:06:44.680+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading ssh-credentials
2024-08-11 00:06:45.926+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: ssh-credentials
2024-08-11 00:06:45.927+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of credentials-binding on behalf of admin
2024-08-11 00:06:45.927+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading credentials-binding
2024-08-11 00:06:47.309+0000 [id=122]	SEVERE	h.model.UpdateCenter$DownloadJob#run: Failed to install credentials-binding
java.io.IOException: Falhou para carregar: Credentials Binding Plugin (credentials-binding 681.vf91669a_32e45)
 - Não foi possível encontrar plain-credentials v179.vc5cb_98f6db_38. Para corrigir, instale v179.vc5cb_98f6db_38 ou superior.
	at hudson.PluginWrapper.resolvePluginDependencies(PluginWrapper.java:992)
	at hudson.PluginManager.dynamicLoad(PluginManager.java:952)
Caused: java.io.IOException: Failed to install credentials-binding plugin
	at hudson.PluginManager.dynamicLoad(PluginManager.java:966)
	at hudson.model.UpdateCenter$InstallationJob._run(UpdateCenter.java:2249)
Caused: java.io.IOException: Failed to dynamically deploy this plugin
	at hudson.model.UpdateCenter$InstallationJob._run(UpdateCenter.java:2253)
	at hudson.model.UpdateCenter$DownloadJob.run(UpdateCenter.java:1899)
	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:572)
	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:317)
	at hudson.remoting.AtmostOneThreadExecutor$Worker.run(AtmostOneThreadExecutor.java:121)
	at java.base/java.lang.Thread.run(Thread.java:1583)
2024-08-11 00:06:47.309+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of scm-api on behalf of admin
2024-08-11 00:06:47.309+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading scm-api
2024-08-11 00:06:48.875+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: scm-api
2024-08-11 00:06:48.876+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of workflow-api on behalf of admin
2024-08-11 00:06:48.876+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading workflow-api
2024-08-11 00:06:50.146+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: workflow-api
2024-08-11 00:06:50.146+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of commons-lang3-api on behalf of admin
2024-08-11 00:06:50.146+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading commons-lang3-api
2024-08-11 00:06:52.238+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: commons-lang3-api
2024-08-11 00:06:52.238+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of timestamper on behalf of admin
2024-08-11 00:06:52.238+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading timestamper
2024-08-11 00:07:00.921+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: timestamper
2024-08-11 00:07:00.921+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of caffeine-api on behalf of admin
2024-08-11 00:07:00.921+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading caffeine-api
2024-08-11 00:07:10.759+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: caffeine-api
2024-08-11 00:07:10.759+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of script-security on behalf of admin
2024-08-11 00:07:10.759+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading script-security
2024-08-11 00:07:12.149+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: script-security
2024-08-11 00:07:12.149+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of javax-activation-api on behalf of admin
2024-08-11 00:07:12.149+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading javax-activation-api
2024-08-11 00:07:20.706+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: javax-activation-api
2024-08-11 00:07:20.707+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of jaxb on behalf of admin
2024-08-11 00:07:20.707+0000 [id=122]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading jaxb
2024-08-11 00:07:23.899+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: jaxb
2024-08-11 00:07:23.899+0000 [id=122]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of snakeyaml-api on behalf of admin
